Ensembl	Gene_Name	ProbeID	Average_RMA	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes 	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000056124	B4galt6	1450913_at	9.32	1.0466E-01	0.92	1.5755E-01	0	4	N/A	protein_coding	18	20843665	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 Gene [Source:MGI Symbol;Acc:MGI:1928380]"
ENSMUSG00000031256	Cstf2	1419644_at	8.13	1.0468E-01	0.94	1.5755E-01	0	3	N/A	protein_coding	X	130593726	"cleavage stimulation factor, 3' pre-RNA subunit 2 Gene [Source:MGI (curated);Acc:MGI:1343054]"
ENSMUSG00000040687	Madd	1455502_at	9.88	1.0479E-01	0.93	1.5765E-01	0	1	N/A	protein_coding	2	90977517	MAP-kinase activating death domain Gene [Source:MGI (curated);Acc:MGI:2444672]
ENSMUSG00000037935	Smarce1	1422676_at	8.95	1.0478E-01	0.93	1.5765E-01	0	1	N/A	protein_coding	11	99070361	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 Gene [Source:MGI (curated);Acc:MGI:1927347]"
ENSMUSG00000042589	Cux2	1450181_at	6.77	1.0484E-01	0.90	1.5768E-01	0	2	N/A	protein_coding	5	122308396	cut-like homeobox 2 Gene [Source:MGI (curated);Acc:MGI:107321]
ENSMUSG00000006920	Ezh1	1418290_a_at	7.00	1.0484E-01	0.90	1.5768E-01	0	3	N/A	protein_coding	11	101052429	enhancer of zeste homolog 1 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1097695]
ENSMUSG00000026755	Arpc5l	1452044_at	10.52	1.0488E-01	1.05	1.5769E-01	0	2	N/A	protein_coding	2	38863596	"actin related protein 2/3 complex, subunit 5-like Gene [Source:MGI (curated);Acc:MGI:1921442]"
ENSMUSG00000037826	Ppm1k	1452973_at	10.31	1.0487E-01	0.91	1.5769E-01	0	2	N/A	protein_coding	6	57456496	protein phosphatase 1K (PP2C domain containing) Gene [Source:MGI Symbol;Acc:MGI:2442111]
ENSMUSG00000036285	2610024G14Rik	1418222_at	7.76	1.0494E-01	0.96	1.5774E-01	0	1	N/A	protein_coding	5	77723199	RIKEN cDNA 2610024G14 gene Gene [Source:MGI Symbol;Acc:MGI:1914306]
ENSMUSG00000060121	Sip1	1451044_at	5.96	1.0499E-01	0.88	1.5780E-01	0	1	N/A	protein_coding	12	60114424	survival of motor neuron protein interacting protein 1 Gene [Source:MGI Symbol;Acc:MGI:1913853]
ENSMUSG00000043411	Usp48	1419277_at	7.25	1.0517E-01	0.91	1.5804E-01	0	3	N/A	protein_coding	4	137149667	ubiquitin specific peptidase 48 Gene [Source:MGI (curated);Acc:MGI:2158502]
ENSMUSG00000024969	Mark2	1435889_at	7.68	1.0524E-01	1.10	1.5805E-01	0	2	N/A	protein_coding	19	7349886	MAP/microtubule affinity-regulating kinase 2 Gene [Source:MGI Symbol;Acc:MGI:99638]
ENSMUSG00000049493	Pls1	1460406_at	8.32	1.0522E-01	0.90	1.5805E-01	0	1	N/A	protein_coding	9	95653061	plastin 1 (I-isoform) Gene [Source:MGI (curated);Acc:MGI:104809]
ENSMUSG00000039841	Zfp800	1437581_at	4.34	1.0521E-01	0.91	1.5805E-01	0	5	N/A	protein_coding	6	28189931	zinc finger protein 800 Gene [Source:MGI (curated);Acc:MGI:1889334]
ENSMUSG00000032011	Thy1	1423135_at	11.90	1.0527E-01	1.08	1.5808E-01	0	1	N/A	protein_coding	9	43851467	"thymus cell antigen 1, theta Gene [Source:MGI (curated);Acc:MGI:98747]"
ENSMUSG00000060240	Cend1	1451235_at	10.76	1.0531E-01	0.94	1.5812E-01	0	2	N/A	protein_coding	7	148612345	cell cycle exit and neuronal differentiation 1 Gene [Source:MGI (curated);Acc:MGI:1929898]
ENSMUSG00000031703	Itfg1	1435637_at	10.83	1.0539E-01	0.92	1.5820E-01	0	2	N/A	protein_coding	8	88241477	integrin alpha FG-GAP repeat containing 1 Gene [Source:MGI Symbol;Acc:MGI:106419]
ENSMUSG00000002129	Sf3a1	1446687_at	6.24	1.0541E-01	0.92	1.5820E-01	0	2	N/A	protein_coding	11	4060353	"splicing factor 3a, subunit 1 Gene [Source:MGI (curated);Acc:MGI:1914715]"
ENSMUSG00000027208	Fgf7	1422243_at	5.01	1.0552E-01	1.08	1.5834E-01	0	1	N/A	protein_coding	2	125860394	fibroblast growth factor 7 Gene [Source:MGI (curated);Acc:MGI:95521]
ENSMUSG00000078652	Psme3	1418078_at	9.05	1.0556E-01	1.10	1.5838E-01	0	2	N/A	protein_coding	11	101177527	"proteaseome (prosome, macropain) 28 subunit, 3 Gene [Source:MGI (curated);Acc:MGI:1096366]"
ENSMUSG00000026675	Hsd17b7	1417871_at	7.10	1.0561E-01	0.88	1.5839E-01	0	2	N/A	protein_coding	1	171879666	hydroxysteroid (17-beta) dehydrogenase 7 Gene [Source:MGI (curated);Acc:MGI:1330808]
ENSMUSG00000005417	Mprip	1456763_at	9.35	1.0560E-01	1.06	1.5839E-01	0	1	N/A	protein_coding	11	59474807	myosin phosphatase Rho interacting protein Gene [Source:MGI (curated);Acc:MGI:1349438]
ENSMUSG00000073617	Hdac4	1454693_at	7.73	1.0573E-01	0.92	1.5854E-01	0	1	N/A	protein_coding	1	93826589	histone deacetylase 4 Gene [Source:MGI Symbol;Acc:MGI:3036234]
ENSMUSG00000032038	St3gal4	1425668_a_at	7.58	1.0574E-01	1.08	1.5854E-01	0	1	N/A	protein_coding	9	34854164	"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 Gene [Source:MGI Symbol;Acc:MGI:1316743]"
ENSMUSG00000020358	Hnrnpab	1415914_at	10.91	1.0589E-01	1.05	1.5874E-01	0	2	N/A	protein_coding	11	51413602	heterogeneous nuclear ribonucleoprotein A/B Gene [Source:MGI (curated);Acc:MGI:1330294]
ENSMUSG00000024505	Dtwd2	1441178_at	4.90	1.0605E-01	1.07	1.5889E-01	0	2	N/A	protein_coding	18	49856468	DTW domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1916107]
ENSMUSG00000047539	Fbxo28	1427069_at	8.87	1.0606E-01	0.96	1.5889E-01	0	3	N/A	protein_coding	1	184243233	F-box protein 28 Gene [Source:MGI Symbol;Acc:MGI:1261890]
ENSMUSG00000058624	Gda	1435749_at	11.03	1.0604E-01	0.83	1.5889E-01	0	2	N/A	protein_coding	19	21465797	guanine deaminase Gene [Source:MGI (curated);Acc:MGI:95678]
ENSMUSG00000032932	Hspa13	1433772_at	9.66	1.0607E-01	0.93	1.5889E-01	0	4	N/A	protein_coding	16	75755435	"heat shock protein 70 family, member 13 Gene [Source:MGI (curated);Acc:MGI:1309463]"
ENSMUSG00000039239	Tgfb2	1450923_at	7.28	1.0609E-01	0.83	1.5890E-01	0	4	N/A	protein_coding	1	188447529	"transforming growth factor, beta 2 Gene [Source:MGI Symbol;Acc:MGI:98726]"
ENSMUSG00000021112	Mpp5	1421064_at	8.56	1.0619E-01	0.91	1.5901E-01	0	3	N/A	protein_coding	12	79849979	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) Gene [Source:MGI Symbol;Acc:MGI:1927339]"
ENSMUSG00000021903	Galntl2	1429236_at	4.39	1.0620E-01	1.07	1.5901E-01	0	1	N/A	protein_coding	14	32842175	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2 Gene [Source:MGI Symbol;Acc:MGI:1926004]
ENSMUSG00000020034	Tcp11l2	1454646_at	8.82	1.0625E-01	0.95	1.5905E-01	0	1	N/A	protein_coding	10	84039371	t-complex 11 (mouse) like 2 Gene [Source:MGI (curated);Acc:MGI:2444679]
ENSMUSG00000024782	Ak3	1423718_at	9.26	1.0641E-01	1.07	1.5913E-01	0	3	N/A	protein_coding	19	29095323	adenylate kinase 3 Gene [Source:MGI (curated);Acc:MGI:1860835]
ENSMUSG00000034445	Cybasc3	1454895_at	8.29	1.0636E-01	0.95	1.5913E-01	0	2	N/A	protein_coding	19	10651944	"cytochrome b, ascorbate dependent 3 Gene [Source:MGI Symbol;Acc:MGI:2686925]"
ENSMUSG00000021598	Med10	1448295_at	9.70	1.0637E-01	0.94	1.5913E-01	0	1	N/A	protein_coding	13	69948766	"mediator of RNA polymerase II transcription, subunit 10 homolog (NUT2, S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:106331]"
ENSMUSG00000030880	Polr3e	1429456_a_at	8.37	1.0641E-01	1.08	1.5913E-01	0	1	N/A	protein_coding	7	128061331	polymerase (RNA) III (DNA directed) polypeptide E Gene [Source:MGI Symbol;Acc:MGI:1349452]
ENSMUSG00000036980	Taf6	1418593_at	7.96	1.0633E-01	0.95	1.5913E-01	0	1	N/A	protein_coding	5	138619845	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor Gene [Source:MGI (curated);Acc:MGI:109129]"
ENSMUSG00000031028	Tub	1420925_at	9.53	1.0640E-01	0.93	1.5913E-01	0	1	N/A	protein_coding	7	116094122	tubby candidate gene Gene [Source:MGI (curated);Acc:MGI:2651573]
ENSMUSG00000037475	Thoc2	1437634_at	8.55	1.0655E-01	0.82	1.5931E-01	0	3	N/A	protein_coding	X	39148168	THO complex 2 Gene [Source:MGI (curated);Acc:MGI:2442413]
ENSMUSG00000062580	Timm17a	1426256_at	10.37	1.0658E-01	0.94	1.5932E-01	0	1	N/A	protein_coding	1	137198109	translocase of inner mitochondrial membrane 17a Gene [Source:MGI (curated);Acc:MGI:1343131]
ENSMUSG00000045625	Pigz	1440143_at	7.65	1.0667E-01	1.10	1.5943E-01	0	2	N/A	protein_coding	16	31933937	"phosphatidylinositol glycan anchor biosynthesis, class Z Gene [Source:MGI (curated);Acc:MGI:2443822]"
ENSMUSG00000039987	Phtf2	1437067_at	7.84	1.0671E-01	0.94	1.5947E-01	0	2	N/A	protein_coding	5	20264481	putative homeodomain transcription factor 2 Gene [Source:MGI (curated);Acc:MGI:1916020]
ENSMUSG00000018820	Zfyve27	1439841_at	6.71	1.0679E-01	1.09	1.5956E-01	0	2	N/A	protein_coding	19	42245083	"zinc finger, FYVE domain containing 27 Gene [Source:MGI Symbol;Acc:MGI:1919602]"
ENSMUSG00000052707	Tnrc6a	1425036_a_at	9.77	1.0682E-01	0.92	1.5958E-01	0	4	N/A	protein_coding	7	130267399	trinucleotide repeat containing 6a Gene [Source:MGI Symbol;Acc:MGI:2385292]
ENSMUSG00000025138	Sirt7	1424238_at	8.90	1.0684E-01	1.05	1.5958E-01	0	1	N/A	protein_coding	11	120479686	"sirtuin 7 (silent mating type information regulation 2, homolog) 7 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2385849]"
ENSMUSG00000001525	Tubb5	1416256_a_at	12.11	1.0699E-01	0.96	1.5977E-01	0	2	N/A	protein_coding	17	35970871	"tubulin, beta 5 Gene [Source:MGI (curated);Acc:MGI:107812]"
ENSMUSG00000053716	Dusp7	1460393_a_at	6.74	1.0702E-01	1.11	1.5980E-01	0	1	N/A	protein_coding	9	106270963	dual specificity phosphatase 7 Gene [Source:MGI Symbol;Acc:MGI:2387100]
ENSMUSG00000045994	B3gat1	1425691_at	8.19	1.0706E-01	0.91	1.5981E-01	0	3	N/A	protein_coding	9	26541313	"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) Gene [Source:MGI (curated);Acc:MGI:1924148]"
ENSMUSG00000002221	Paxip1	1423302_a_at	7.37	1.0710E-01	1.05	1.5981E-01	0	3	N/A	protein_coding	5	28067207	PAX interacting (with transcription-activation domain) protein 1 Gene [Source:MGI Symbol;Acc:MGI:1890430]
ENSMUSG00000026171	Rnf25	1448674_at	8.61	1.0707E-01	0.94	1.5981E-01	0	1	N/A	protein_coding	1	74640322	ring finger protein 25 Gene [Source:MGI (curated);Acc:MGI:1890215]
ENSMUSG00000055436	Sfrs11	1439095_at	7.45	1.0709E-01	0.88	1.5981E-01	0	2	N/A	protein_coding	3	157673437	"splicing factor, arginine/serine-rich 11 Gene [Source:MGI (curated);Acc:MGI:1916457]"
ENSMUSG00000036256	Igfbp7	1423584_at	8.54	1.0712E-01	1.12	1.5981E-01	0	1	N/A	protein_coding	5	77778271	insulin-like growth factor binding protein 7 Gene [Source:MGI Symbol;Acc:MGI:1352480]
ENSMUSG00000066441	Rdh11	1418760_at	7.85	1.0725E-01	0.93	1.5995E-01	0	2	N/A	protein_coding	12	80275324	retinol dehydrogenase 11 Gene [Source:MGI (curated);Acc:MGI:102581]
ENSMUSG00000019338	Zfp687	1428687_at	7.54	1.0724E-01	0.95	1.5995E-01	0	1	N/A	protein_coding	3	94810512	zinc finger protein 687 Gene [Source:MGI (curated);Acc:MGI:1925516]
ENSMUSG00000027778	Ift80	1427568_a_at	8.33	1.0738E-01	0.93	1.6008E-01	0	2	N/A	protein_coding	3	68696421	intraflagellar transport 80 homolog (Chlamydomonas) Gene [Source:MGI (curated);Acc:MGI:1915509]
ENSMUSG00000013878	Rnf170	1431195_at	6.34	1.0736E-01	0.91	1.6008E-01	0	1	N/A	protein_coding	8	27229840	ring finger protein 170 Gene [Source:MGI (curated);Acc:MGI:1924983]
ENSMUSG00000054871	Tmem158	1428074_at	11.61	1.0740E-01	1.09	1.6008E-01	0	2	N/A	protein_coding	9	123168803	transmembrane protein 158 Gene [Source:MGI Symbol;Acc:MGI:1919559]
ENSMUSG00000040713	Creg1	1415948_at	8.24	1.0743E-01	1.14	1.6009E-01	0	2	N/A	protein_coding	1	167693877	cellular repressor of E1A-stimulated genes 1 Gene [Source:MGI (curated);Acc:MGI:1344382]
ENSMUSG00000024258	Polr2d	1424258_at	8.59	1.0744E-01	0.94	1.6009E-01	0	1	N/A	protein_coding	18	31948813	polymerase (RNA) II (DNA directed) polypeptide D Gene [Source:MGI Symbol;Acc:MGI:1916491]
ENSMUSG00000022668	Gtpbp8	1455781_at	7.68	1.0752E-01	0.94	1.6018E-01	0	2	N/A	protein_coding	16	44736881	GTP-binding protein 8 (putative) Gene [Source:MGI (curated);Acc:MGI:1913317]
ENSMUSG00000021737	Psmd6	1423696_a_at	9.85	1.0765E-01	0.92	1.6035E-01	0	2	N/A	protein_coding	14	14944698	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 Gene [Source:MGI (curated);Acc:MGI:1913663]"
ENSMUSG00000068854	Hist2h2be	1455095_at	6.51	1.0771E-01	1.07	1.6041E-01	0	1	N/A	protein_coding	3	96025041	"histone cluster 2, H2be Gene [Source:MGI (curated);Acc:MGI:2448415]"
ENSMUSG00000028608	0610037L13Rik	1429879_at	7.73	1.0789E-01	0.93	1.6057E-01	0	2	N/A	protein_coding	4	107562418	RIKEN cDNA 0610037L13 gene Gene [Source:MGI Symbol;Acc:MGI:1921348]
ENSMUSG00000031511	Arhgef7	1449066_a_at	8.55	1.0787E-01	1.06	1.6057E-01	0	2	N/A	protein_coding	8	11728105	Rho guanine nucleotide exchange factor (GEF7) Gene [Source:MGI (curated);Acc:MGI:1860493]
ENSMUSG00000025932	Eya1	1457424_at	7.43	1.0785E-01	0.90	1.6057E-01	0	1	N/A	protein_coding	1	14159035	eyes absent 1 homolog (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:109344]
ENSMUSG00000027854	Sike1	1422594_at	8.47	1.0789E-01	1.06	1.6057E-01	0	2	N/A	protein_coding	3	102799651	suppressor of IKBKE 1 Gene [Source:MGI (curated);Acc:MGI:1913891]
ENSMUSG00000058979	Cecr5	1424816_at	7.12	1.0792E-01	1.07	1.6059E-01	0	1	N/A	protein_coding	6	120459512	"cat eye syndrome chromosome region, candidate 5 homolog (human) Gene [Source:MGI (curated);Acc:MGI:2136976]"
ENSMUSG00000028179	Cth	1426243_at	6.22	1.0800E-01	0.89	1.6068E-01	0	1	N/A	protein_coding	3	157557212	cystathionase (cystathionine gamma-lyase) Gene [Source:MGI (curated);Acc:MGI:1339968]
ENSMUSG00000037210	Fam193a	1435428_at	7.03	1.0805E-01	0.93	1.6069E-01	0	2	N/A	protein_coding	5	34753248	"family with sequence similarity 193, member A Gene [Source:MGI Symbol;Acc:MGI:2447768]"
ENSMUSG00000037795	N4bp2	1434394_at	8.24	1.0804E-01	0.91	1.6069E-01	0	1	N/A	protein_coding	5	66154760	NEDD4 binding protein 2 Gene [Source:MGI (curated);Acc:MGI:2684414]
ENSMUSG00000030403	Vasp	1451097_at	7.33	1.0808E-01	1.06	1.6071E-01	0	1	N/A	protein_coding	7	19842278	vasodilator-stimulated phosphoprotein Gene [Source:MGI (curated);Acc:MGI:109268]
ENSMUSG00000005089	Slc1a2	1451627_a_at	7.82	1.0813E-01	0.93	1.6076E-01	0	3	N/A	protein_coding	2	102498816	"solute carrier family 1 (glial high affinity glutamate transporter), member 2 Gene [Source:MGI (curated);Acc:MGI:101931]"
ENSMUSG00000041078	Grid1	1441499_at	8.41	1.0820E-01	1.10	1.6083E-01	0	2	N/A	protein_coding	14	35633011	"glutamate receptor, ionotropic, delta 1 Gene [Source:MGI (curated);Acc:MGI:95812]"
ENSMUSG00000030409	Dmpk	1434944_at	6.46	1.0826E-01	0.91	1.6089E-01	0	1	N/A	protein_coding	7	19669198	dystrophia myotonica-protein kinase Gene [Source:MGI (curated);Acc:MGI:94906]
ENSMUSG00000033809	Alg3	1460742_at	7.46	1.0847E-01	1.06	1.6116E-01	0	1	N/A	protein_coding	16	20605524	"asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase) Gene [Source:MGI (curated);Acc:MGI:1098592]"
ENSMUSG00000068732	Tmem167b	1429042_at	7.89	1.0847E-01	1.08	1.6116E-01	0	1	N/A	protein_coding	3	108359343	transmembrane protein 167B Gene [Source:MGI (curated);Acc:MGI:1914745]
ENSMUSG00000028312	Smc2	1448635_at	7.41	1.0855E-01	0.89	1.6124E-01	0	1	N/A	protein_coding	4	52452115	structural maintenance of chromosomes 2 Gene [Source:MGI (curated);Acc:MGI:106067]
ENSMUSG00000035781	C030046I01Rik	1433931_at	9.87	1.0857E-01	0.91	1.6125E-01	0	1	N/A	protein_coding	10	79372798	RIKEN cDNA C030046I01 gene Gene [Source:MGI Symbol;Acc:MGI:1924814]
ENSMUSG00000026836	Acvr1	1416786_at	7.87	1.0866E-01	0.94	1.6126E-01	0	2	N/A	protein_coding	2	58241055	"activin A receptor, type 1 Gene [Source:MGI (curated);Acc:MGI:87911]"
ENSMUSG00000078161	BC007180	1427501_at	7.90	1.0864E-01	1.09	1.6126E-01	0	1	N/A	protein_coding	3	154427294	BC007180 protein Fragment  [Source:UniProtKB/TrEMBL;Acc:Q922J8]
ENSMUSG00000021846	Peli2	1437181_at	7.90	1.0865E-01	1.08	1.6126E-01	0	2	N/A	protein_coding	14	48740544	pellino 2 Gene [Source:MGI Symbol;Acc:MGI:1891445]
ENSMUSG00000027030	Stk39	1419550_a_at	8.00	1.0863E-01	1.14	1.6126E-01	0	1	N/A	protein_coding	2	68048502	"serine/threonine kinase 39, STE20/SPS1 homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:1858416]"
ENSMUSG00000040565	Btaf1	1435953_at	7.83	1.0878E-01	0.95	1.6138E-01	0	3	N/A	protein_coding	19	37000569	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:2147538]"
ENSMUSG00000030986	Dhx32	1420427_a_at	8.70	1.0881E-01	0.93	1.6138E-01	0	1	N/A	protein_coding	7	140912625	DEAH (Asp-Glu-Ala-His) box polypeptide 32 Gene [Source:MGI (curated);Acc:MGI:2141813]
ENSMUSG00000026718	Stam	1416861_at	9.89	1.0879E-01	0.96	1.6138E-01	0	3	N/A	protein_coding	2	13995727	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 Gene [Source:MGI (curated);Acc:MGI:1329014]
ENSMUSG00000036304	Zdhhc23	1441069_at	8.76	1.0881E-01	0.91	1.6138E-01	0	1	N/A	protein_coding	16	43965150	"zinc finger, DHHC domain containing 23 Gene [Source:MGI Symbol;Acc:MGI:2685625]"
ENSMUSG00000025478	Dpysl4	1418297_at	6.69	1.0886E-01	0.93	1.6142E-01	0	2	N/A	protein_coding	7	146271900	dihydropyrimidinase-like 4 Gene [Source:MGI (curated);Acc:MGI:1349764]
ENSMUSG00000060261	Gtf2i	1460279_a_at	9.39	1.0887E-01	0.93	1.6142E-01	0	2	N/A	protein_coding	5	134713707	general transcription factor II I Gene [Source:MGI Symbol;Acc:MGI:1202722]
ENSMUSG00000039671	Zmynd8	1429415_at	8.26	1.0915E-01	1.10	1.6180E-01	0	3	N/A	protein_coding	2	165609655	"zinc finger, MYND-type containing 8 Gene [Source:MGI (curated);Acc:MGI:1918025]"
ENSMUSG00000028289	Epha7	1443485_at	8.77	1.0923E-01	0.88	1.6190E-01	0	4	N/A	protein_coding	4	28740281	Eph receptor A7 Gene [Source:MGI (curated);Acc:MGI:95276]
ENSMUSG00000004631	Sgce	1420688_a_at	9.00	1.0925E-01	1.08	1.6190E-01	0	2	N/A	protein_coding	6	4624350	"sarcoglycan, epsilon Gene [Source:MGI (curated);Acc:MGI:1329042]"
ENSMUSG00000029823	Luc7l2	1427087_at	8.05	1.0931E-01	0.91	1.6196E-01	0	5	N/A	protein_coding	6	38501334	LUC7-like 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2183260]
ENSMUSG00000038563	Eftud1	1460562_at	7.66	1.0934E-01	1.05	1.6198E-01	0	1	N/A	protein_coding	7	89797124	elongation factor Tu GTP binding domain containing 1 Gene [Source:MGI (curated);Acc:MGI:2141969]
ENSMUSG00000026219	Trip12	1451158_at	7.58	1.0939E-01	0.92	1.6202E-01	0	4	N/A	protein_coding	1	84717764	thyroid hormone receptor interactor 12 Gene [Source:MGI Symbol;Acc:MGI:1309481]
ENSMUSG00000039913	Pak7	1455847_at	7.77	1.0942E-01	0.91	1.6203E-01	0	3	N/A	protein_coding	2	135906840	p21 protein (Cdc42/Rac)-activated kinase 7 Gene [Source:MGI (curated);Acc:MGI:1920334]
ENSMUSG00000024446	Rpp21	1449021_at	8.93	1.0948E-01	0.94	1.6207E-01	0	1	N/A	protein_coding	17	36392618	ribonuclease P 21 subunit (human) Gene [Source:MGI Symbol;Acc:MGI:1914926]
ENSMUSG00000050304	Slc25a2	1425013_at	4.96	1.0947E-01	0.94	1.6207E-01	0	1	N/A	protein_coding	18	37797331	"solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2 Gene [Source:MGI Symbol;Acc:MGI:2137907]"
ENSMUSG00000036957	Lrfn3	1456767_at	7.52	1.0958E-01	1.08	1.6213E-01	0	1	N/A	protein_coding	7	31140503	leucine rich repeat and fibronectin type III domain containing 3 Gene [Source:MGI Symbol;Acc:MGI:2442512]
ENSMUSG00000048142	Nat8l	1435842_at	10.66	1.0956E-01	0.93	1.6213E-01	0	2	N/A	protein_coding	5	34339355	N-acetyltransferase 8-like Gene [Source:MGI Symbol;Acc:MGI:2447776]
ENSMUSG00000020154	Ptprb	1427486_at	7.91	1.0955E-01	1.12	1.6213E-01	0	1	N/A	protein_coding	10	115712579	"protein tyrosine phosphatase, receptor type, B Gene [Source:MGI Symbol;Acc:MGI:97809]"
ENSMUSG00000016346	Kcnq2	1435942_at	7.53	1.0964E-01	1.08	1.6220E-01	0	5	N/A	protein_coding	2	180810284	"potassium voltage-gated channel, subfamily Q, member 2 Gene [Source:MGI (curated);Acc:MGI:1309503]"
ENSMUSG00000024246	Thumpd2	1428726_at	5.85	1.0973E-01	0.94	1.6231E-01	0	1	N/A	protein_coding	17	81425672	THUMP domain containing 2 Gene [Source:MGI Symbol;Acc:MGI:1919417]
ENSMUSG00000003119	Crkrs	1455567_at	6.77	1.0984E-01	1.05	1.6241E-01	0	1	N/A	protein_coding	11	98064373	cyclin-dependent kinase 12 Gene [Source:MGI (curated);Acc:MGI:1098802]
ENSMUSG00000043670	Diras1	1455526_at	8.74	1.0984E-01	0.92	1.6241E-01	0	1	N/A	protein_coding	10	80482334	"DIRAS family, GTP-binding RAS-like 1 Gene [Source:MGI (curated);Acc:MGI:2183442]"
ENSMUSG00000029676	Pot1a	1448379_at	8.54	1.1003E-01	0.93	1.6266E-01	0	1	N/A	protein_coding	6	25693735	protection of telomeres 1A Gene [Source:MGI (curated);Acc:MGI:2141503]
ENSMUSG00000082028	RP23-178B19.1	1419361_at	7.47	1.1015E-01	0.91	1.6281E-01	0	1	N/A	pseudogene	2	87233640	N/A
ENSMUSG00000024286	Ccny	1452984_at	9.13	1.1032E-01	0.85	1.6293E-01	0	4	N/A	protein_coding	18	9314042	cyclin Y Gene [Source:MGI Symbol;Acc:MGI:1915224]
ENSMUSG00000047832	Cdca4	1456240_x_at	5.07	1.1029E-01	1.11	1.6293E-01	0	3	N/A	protein_coding	12	114058448	cell division cycle associated 4 Gene [Source:MGI Symbol;Acc:MGI:1919213]
ENSMUSG00000031576	Kcnu1	1422838_at	6.55	1.1033E-01	1.06	1.6293E-01	0	1	N/A	protein_coding	8	26960095	"potassium channel, subfamily U, member 1 Gene [Source:MGI (curated);Acc:MGI:1202300]"
ENSMUSG00000031812	Map1lc3b	1415928_a_at	10.76	1.1030E-01	1.05	1.6293E-01	0	1	N/A	protein_coding	8	124114377	microtubule-associated protein 1 light chain 3 beta Gene [Source:MGI Symbol;Acc:MGI:1914693]
ENSMUSG00000050565	Tor1aip2	1435526_at	7.73	1.1025E-01	0.93	1.6293E-01	0	1	N/A	protein_coding	1	157882533	torsin A interacting protein 2 Gene [Source:MGI (curated);Acc:MGI:3582695]
ENSMUSG00000043687	1190005I06Rik	1452609_at	7.24	1.1041E-01	1.10	1.6302E-01	0	1	N/A	protein_coding	8	123132502	RIKEN cDNA 1190005I06 gene Gene [Source:MGI Symbol;Acc:MGI:1916168]
ENSMUSG00000037514	Pank2	1458358_at	7.49	1.1049E-01	1.08	1.6312E-01	0	2	N/A	protein_coding	2	131088231	pantothenate kinase 2 (Hallervorden-Spatz syndrome) Gene [Source:MGI (curated);Acc:MGI:1921700]
ENSMUSG00000020150	Gamt	1422558_at	8.14	1.1059E-01	1.11	1.6323E-01	0	1	N/A	protein_coding	10	79720896	guanidinoacetate methyltransferase Gene [Source:MGI (curated);Acc:MGI:1098221]
ENSMUSG00000003541	Ier3	1419647_a_at	7.60	1.1077E-01	1.10	1.6348E-01	0	1	N/A	protein_coding	17	35958629	immediate early response 3 Gene [Source:MGI Symbol;Acc:MGI:104814]
ENSMUSG00000044167	Foxo1	1416981_at	9.43	1.1085E-01	1.13	1.6356E-01	0	2	N/A	protein_coding	3	52072259	forkhead box O1 Gene [Source:MGI (curated);Acc:MGI:1890077]
ENSMUSG00000040370	Lyrm5	1418996_a_at	9.48	1.1088E-01	0.93	1.6356E-01	0	2	N/A	protein_coding	6	145159654	LYR motif containing 5 Gene [Source:MGI (curated);Acc:MGI:1914886]
ENSMUSG00000035597	Prpf39	1428172_at	8.15	1.1088E-01	0.82	1.6356E-01	0	3	N/A	protein_coding	12	66137320	PRP39 pre-mRNA processing factor 39 homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:104602]
